name,class,mass,fall,year,lat,long,GeoLocation
Acfer 309,L6,185,Found,1992,27.64556,4.20444,"(27.645560, 4.204440)"
Acfer 310,H6,169,Found,1992,27.68361,4.25306,"(27.683610, 4.253060)"
Acfer 311,CR2,120,Found,1992,27.50806,3.84417,"(27.508060, 3.844170)"
Acfer 312,L5,364,Found,1992,27.57861,3.96889,"(27.578610, 3.968890)"
Acfer 313,H5,78,Found,1992,27.60056,3.99556,"(27.600560, 3.995560)"
Acfer 314,H6,169,Found,1992,27.66389,4.09806,"(27.663890, 4.098060)"
Acfer 315,L/LL6,506,Found,1992,27.69972,4.18611,"(27.699720, 4.186110)"
Acfer 316,H6,126,Found,1992,27.6875,4.245,"(27.687500, 4.245000)"
Acfer 317,H5,878,Found,1992,27.59278,4.40139,"(27.592780, 4.401390)"
Acfer 318,H5,292,Found,1992,27.55028,3.99806,"(27.550280, 3.998060)"
Acfer 319,L6,2393,Found,1992,27.55194,3.81611,"(27.551940, 3.816110)"
Acfer 320,H5,167,Found,1992,27.46056,3.88806,"(27.460560, 3.888060)"
Acfer 321,H5,157,Found,2001,27.5455,4.06117,"(27.545500, 4.061170)"
Acfer 322,L5,25,Found,2001,27.55917,4.093,"(27.559170, 4.093000)"
Acfer 323,LL5,117,Found,2001,27.503,3.8795,"(27.503000, 3.879500)"
Acfer 324,CR2,69,Found,2001,27.50083,3.86983,"(27.500830, 3.869830)"
Acfer 325,LL6,32,Found,1989,27.5,3.61667,"(27.500000, 3.616670)"
Acfer 326,L6,139,Found,1989,27.5,3.61667,"(27.500000, 3.616670)"
Acfer 327,H5,745.22,Found,2001,27.73333,4.43333,"(27.733330, 4.433330)"
Acfer 328,CV3,180.07,Found,2001,27.73333,4.21667,"(27.733330, 4.216670)"
Acfer 329,L4/5,30000,Found,2001,27.58333,4.1,"(27.583330, 4.100000)"
Acfer 330,L6,490,Found,2001,27.65,4.03333,"(27.650000, 4.033330)"
Acfer 331,CM2,750,Found,2001,27.58333,4.01667,"(27.583330, 4.016670)"
Acfer 332,CO3,115.02,Found,2001,27.73333,4.13333,"(27.733330, 4.133330)"
Acfer 333,CO3,489,Found,2001,27.56667,4.06667,"(27.566670, 4.066670)"
Acfer 334,L6,211.25,Found,2002,27.65,4.38333,"(27.650000, 4.383330)"
Acfer 335,H4,261,Found,2002,27.73333,4.43333,"(27.733330, 4.433330)"
Acfer 336,L3.8,19400,Found,2002,27.61667,4.06667,"(27.616670, 4.066670)"
Acfer 337,L3.8,360,Found,2002,27.68333,4.26667,"(27.683330, 4.266670)"
Acfer 338,H6,377.6,Found,2002,27.71667,4.26667,"(27.716670, 4.266670)"
Acfer 339,H5,400,Found,2002,27.55,4.2,"(27.550000, 4.200000)"
Acfer 340,L5,173.15,Found,2002,27.58333,4.3,"(27.583330, 4.300000)"
Acfer 341,L3,132,Found,2002,27.46667,3.83333,"(27.466670, 3.833330)"
Acfer 342,L6,1276,Found,2002,27.59056,4.66278,"(27.590560, 4.662780)"
Acfer 343,H3-5,140,Found,2002,27.619722,4.265,"(27.619722, 4.265000)"
Acfer 344,H3,410,Found,2002,27.73333,4.19833,"(27.733330, 4.198330)"
Acfer 345,LL5,53,Found,2002,27.46472,3.81417,"(27.464720, 3.814170)"
Acfer 346,LL6,546,Found,2002,27.59056,4.66278,"(27.590560, 4.662780)"
Acfer 347,L3,1165,Found,2001,27.68333,4.3,"(27.683330, 4.300000)"
Acfer 348,L5,8750,Found,2001,27.97933,4.27817,"(27.979330, 4.278170)"
Acfer 349,H6,298,Found,2001,27.84067,4.31433,"(27.840670, 4.314330)"
Acfer 350,H4,128,Found,2001,27.672,4.52633,"(27.672000, 4.526330)"
Acfer 351,L6,211,Found,2001,27.7,4.13333,"(27.700000, 4.133330)"
Acfer 352,L5,873,Found,2001,27.76667,4.01667,"(27.766670, 4.016670)"
Acfer 353,Eucrite-cm,11935,Found,2001,27.48917,3.89,"(27.489170, 3.890000)"
Acfer 354,LL5,252,Found,2001,27.5005,3.88233,"(27.500500, 3.882330)"
Acfer 355,LL5,161,Found,2002,27.58967,3.781,"(27.589670, 3.781000)"
Acfer 356,EL6,120,Found,2002,27.61233,4.5285,"(27.612330, 4.528500)"
Acfer 357,LL5,62,Found,2001,27.50083,4.87467,"(27.500830, 4.874670)"
Acfer 358,H6,70,Found,2002,27.76667,4.41667,"(27.766670, 4.416670)"
Acfer 359,H6,67,Found,2002,27.7,4.48333,"(27.700000, 4.483330)"
Acfer 360,Ureilite,68,Found,2002,27.48333,3.76667,"(27.483330, 3.766670)"
Acfer 361,H4,138,Found,2002,27.42958,3.87135,"(27.429580, 3.871350)"
Acfer 362,H5,242.8,Found,2002,27.4778,3.70165,"(27.477800, 3.701650)"
Acfer 363,LL4,389.9,Found,2002,27.58163,4.29388,"(27.581630, 4.293880)"
Acfer 364,LL6,656,Found,2002,27.7,4.51667,"(27.700000, 4.516670)"
Acfer 365,L5,1456,Found,2002,27.60933,3.93567,"(27.609330, 3.935670)"
Acfer 366,CH3,1456,Found,2002,26.60933,3.93567,"(26.609330, 3.935670)"
Acfer 367,H5,410,Found,2002,27.68433,4.42917,"(27.684330, 4.429170)"
Acfer 368,H4,126,Found,2002,27.68883,4.386,"(27.688830, 4.386000)"
Acfer 369,H4,122,Found,2002,27.667,4.64833,"(27.667000, 4.648330)"
Acfer 370,Chondrite-ung,129,Found,2002,27.6725,4.35667,"(27.672500, 4.356670)"
Acfer 371,L5,9608,Found,2002,27.67817,4.46533,"(27.678170, 4.465330)"
Acfer 372,LL6,238,Found,2002,26.61167,3.887,"(26.611670, 3.887000)"
Acfer 373,H5,128,Found,2002,26.62583,3.94433,"(26.625830, 3.944330)"
Acfer 374,CO3,118,Found,2002,26.60867,4.053,"(26.608670, 4.053000)"
Acfer 375,LL6,495,Found,2002,27.5085,3.76383,"(27.508500, 3.763830)"
Acfer 376,H6,132,Found,2002,27.6395,3.935,"(27.639500, 3.935000)"
Acfer 377,L4,132,Found,2002,27.6625,3.97683,"(27.662500, 3.976830)"
Acfer 378,LL6,1320,Found,2003,27.4,3.75,"(27.400000, 3.750000)"
Acfer 379,H4,14764,Found,2004,27.4114,3.70467,"(27.411400, 3.704670)"
Acfer 380,H5,849,Found,2002,27.76667,4.41667,"(27.766670, 4.416670)"
Acfer 381,L6,292,Found,2002,27.7,4.45,"(27.700000, 4.450000)"
Acfer 382,H5,101,Found,2002,27.63333,3.93333,"(27.633330, 3.933330)"
Acfer 386,L5,200,Found,2004,27.36017,3.7,"(27.360170, 3.700000)"
Acfer 387,H4-6,177,Found,2004,27.558,4.015,"(27.558000, 4.015000)"
Acfer 388,H4,1072,Found,2004,27.61667,3.86667,"(27.616670, 3.866670)"
Acfer 389,H5,397,Found,2004,27.504,3.68167,"(27.504000, 3.681670)"
Acfer 390,H4,578,Found,2004,27.5025,3.693,"(27.502500, 3.693000)"
Acfer 391,H4,388,Found,2004,27.59617,4.172,"(27.596170, 4.172000)"
Acfer 392,H~5,74,Found,1997,27.51667,3.86667,"(27.516670, 3.866670)"
Acfer 393,H~6,74,Found,1997,27.58333,4.03333,"(27.583330, 4.033330)"
Acfer 394,CR2,364,Found,2001,27.51867,3.88033,"(27.518670, 3.880330)"
Acfer 395,CR2,394,Found,2001,27.50917,3.88767,"(27.509170, 3.887670)"
Acfer 396,CR2,148,Found,2001,27.512,3.89783,"(27.512000, 3.897830)"
Acfer 397,CR2,105,Found,2001,27.509,3.89583,"(27.509000, 3.895830)"
Acfer 398,CR2,97,Found,2001,27.50217,3.86083,"(27.502170, 3.860830)"
Acfer 399,CR2,89,Found,2001,27.50267,3.8725,"(27.502670, 3.872500)"
Acfer 400,CR2,101,Found,2001,27.50083,3.86617,"(27.500830, 3.866170)"
Acfer 401,L5,9,Found,2002,27.68917,4.44267,"(27.689170, 4.442670)"
Achilles,H5,16000,Found,1924,39.77667,-100.81333,"(39.776670, -100.813330)"
Achiras,L6,780,Fell,1902,-33.16667,-64.95,"(-33.166670, -64.950000)"
Ackerly,L5,3046,Found,1995,32.59033,-101.77217,"(32.590330, -101.772170)"
Acme,H5,75000,Found,1947,33.63333,-104.26667,"(33.633330, -104.266670)"
Acomita,"Pallasite, PMG",3956,Found,1962,35.05,-107.56667,"(35.050000, -107.566670)"
Acuña,"Iron, IIIAB",217700,Found,1981,29.31667,-100.96667,"(29.316670, -100.966670)"
Adalia,Eucrite-mmict,1,Found,1883,36.9,30.68333,"(36.900000, 30.683330)"
Adam Talha,LL3.2,259.3,Found,2005,22.9935,-10.15367,"(22.993500, -10.153670)"
Adams County,H5,5700,Found,1928,39.96667,-103.76667,"(39.966670, -103.766670)"
ad-Dahbubah,H5,90000,Found,1961,19.83333,51.25,"(19.833330, 51.250000)"
Adelie Land,L5,1000,Found,1912,-67.18333,142.38333,"(-67.183330, 142.383330)"
Adhi Kot,EH4,4239,Fell,1919,32.1,71.8,"(32.100000, 71.800000)"
Admire,"Pallasite, PMG",180000,Found,1881,38.7,-96.1,"(38.700000, -96.100000)"
Adrar 001,H4/5,1917,Found,1990,28.05,0.16667,"(28.050000, 0.166670)"
Adrar 002,L5,407,Found,1990,27.81667,0.13333,"(27.816670, 0.133330)"
Adrar 003,L/LL3.10,287,Found,1990,27.13333,0.2,"(27.133330, 0.200000)"
Adrar Bous,EL5,360,Found,2001,20.5,9,"(20.500000, 9.000000)"
Adrar Chiriet,L6,926,Found,2003,19.64008,9.35545,"(19.640080, 9.355450)"
Adrar Madet,H5/6,1113,Found,1997,18.5,10.4,"(18.500000, 10.400000)"
Adrar Madet 002,LL3,2200,Found,2002,18.61042,10.4941,"(18.610420, 10.494100)"
Adrar Yaouelt,H5,2730,Found,2002,17.67987,10.03503,"(17.679870, 10.035030)"
Adrian,H4,22600,Found,1936,35.15,-102.71667,"(35.150000, -102.716670)"
Adzhi-Bogdo (iron),"Iron, IAB complex",582000,Found,1952,44.86667,95.41667,"(44.866670, 95.416670)"
Adzhi-Bogdo (stone),LL3-6,910,Fell,1949,44.83333,95.16667,"(44.833330, 95.166670)"
Agen,H5,30000,Fell,1814,44.21667,0.61667,"(44.216670, 0.616670)"
Aggie Creek,"Iron, IIIAB",43000,Found,1942,64.88333,-163.16667,"(64.883330, -163.166670)"
Agoudal,"Iron, IIAB",100000,Found,2000,31.98457,-5.51528,"(31.984570, -5.515280)"
Agoult,Eucrite,82,Found,2000,30.55,-4.9,"(30.550000, -4.900000)"
Agua Blanca,"Iron, IIIAB",49000,Found,1938,-28.91667,-66.95,"(-28.916670, -66.950000)"
Aguada,L6,1620,Fell,1930,-31.6,-65.23333,"(-31.600000, -65.233330)"
Aguas Calientes,H,260.1,Found,1971,-25.5,-68.4,"(-25.500000, -68.400000)"
Aguemour 001,H5,896,Found,1990,26.96667,4.45,"(26.966670, 4.450000)"
Aguemour 002,L6,236,Found,1990,26.96667,4.4,"(26.966670, 4.400000)"
Aguemour 003,L6,809,Found,1990,27.36667,4.5,"(27.366670, 4.500000)"
Aguemour 004,H5,1137,Found,1990,27.33333,4.5,"(27.333330, 4.500000)"
Aguemour 005,H5,859,Found,1991,27.43583,4.63861,"(27.435830, 4.638610)"
Aguemour 006,L6,435,Found,1992,27.57639,4.52528,"(27.576390, 4.525280)"
Aguemour 007,H4,334,Found,1992,27.50778,4.60167,"(27.507780, 4.601670)"
Aguemour 008,L4,79,Found,1992,27.47889,4.19806,"(27.478890, 4.198060)"
Aguemour 009,L3.8,1446,Found,1992,27.42861,4.12417,"(27.428610, 4.124170)"
Aguemour 010,H5,367,Found,1993,27.36056,4.94472,"(27.360560, 4.944720)"
Aguemour 011,H4,207,Found,1993,27.35028,4.2025,"(27.350280, 4.202500)"
Aguemour 012,H5,347,Found,1993,27.5175,4.19111,"(27.517500, 4.191110)"
Aguemour 013,L5,364,Found,1993,27.56972,4.52556,"(27.569720, 4.525560)"
Aguemour 014,L5,167,Found,1993,27.57806,4.3225,"(27.578060, 4.322500)"
Aguemour 015,L4,1106,Found,1993,27.50972,4.16111,"(27.509720, 4.161110)"
Aguemour 016,L5,177,Found,1993,27.59167,4.31694,"(27.591670, 4.316940)"
Aguemour 017,L6,1000,Found,2001,27.4,4.35,"(27.400000, 4.350000)"
Aguila Blanca,L,1440,Fell,1920,-30.86667,-64.55,"(-30.866670, -64.550000)"
Ahumada,"Pallasite, PMG",52600,Found,1909,30.7,-105.5,"(30.700000, -105.500000)"
Aiken,OC,956,Found,1936,34.2,-101.5,"(34.200000, -101.500000)"
Ainsworth,"Iron, IIAB",80650,Found,1907,42.6,-99.8,"(42.600000, -99.800000)"
Aioun el Atrouss,Diogenite-pm,1000,Fell,1974,16.39806,-9.57028,"(16.398060, -9.570280)"
Aire-sur-la-Lys,Unknown,,Fell,1769,50.66667,2.33333,"(50.666670, 2.333330)"
Akaba,L6,779,Fell,1949,29.51667,35.05,"(29.516670, 35.050000)"
Akbarpur,H4,1800,Fell,1838,29.71667,77.95,"(29.716670, 77.950000)"
Akhricha,H,1760,Found,1968,28.4625,1.025,"(28.462500, 1.025000)"
Akmolla,H4,114,Found,1988,39.53833,59.55833,"(39.538330, 59.558330)"
Akron (1940),H6,1050,Found,1940,40.15,-103.16667,"(40.150000, -103.166670)"
Akron (1961),L6,4000,Found,1961,40.15,-103.16667,"(40.150000, -103.166670)"
Akwanga,H,3000,Fell,1959,8.91667,8.43333,"(8.916670, 8.433330)"
Akyumak,"Iron, IVA",50000,Fell,1981,39.91667,42.81667,"(39.916670, 42.816670)"
Al Alamayn,H5,13.31,Found,2005,30.70952,28.9698,"(30.709520, 28.969800)"
Al Haggounia 001,Aubrite,3000000,Found,2006,27.5,-12.5,"(27.500000, -12.500000)"
Al Huqf 001,L4,41.5,Found,2000,19.42,57.18833,"(19.420000, 57.188330)"
Al Huqf 002,H5,81.4,Found,2000,19.27167,57.38667,"(19.271670, 57.386670)"
Al Huqf 003,L4,115.42,Found,2002,19.50695,57.11952,"(19.506950, 57.119520)"
Al Huqf 004,L5,260.22,Found,2002,19.54482,57.09807,"(19.544820, 57.098070)"
Al Huqf 005,L6,763.29,Found,2002,19.84057,57.00848,"(19.840570, 57.008480)"
Al Huqf 006,L6,1861.21,Found,2002,19.84067,57.00842,"(19.840670, 57.008420)"
Al Huqf 007,L5,1042.7,Found,2002,19.84128,57.00953,"(19.841280, 57.009530)"
Al Huqf 008,L6,1074.3,Found,2002,19.84203,57.00747,"(19.842030, 57.007470)"
Al Huqf 009,H4,39.83,Found,2002,19.8423,57.00013,"(19.842300, 57.000130)"
Al Huqf 010,L6,41539.3,Found,2002,19.86785,57.0028,"(19.867850, 57.002800)"
Al Huqf 011,L6,8056,Found,2002,19.86607,57.0032,"(19.866070, 57.003200)"
Al Huqf 012,L6,402.75,Found,2003,19.80252,57.32137,"(19.802520, 57.321370)"
Al Huqf 050,H4,1066.2,Found,2002,19.60308,57.03332,"(19.603080, 57.033320)"
Al Huqf 051,L6,402.75,Found,2003,19.80252,57.32137,"(19.802520, 57.321370)"
Al Huqf 052,H~5,1319.4,Found,2001,19.65675,57.0433,"(19.656750, 57.043300)"
Al Huqf 053,H~5,854.7,Found,2001,19.61287,57.27038,"(19.612870, 57.270380)"
Al Huqf 054,L~6,2936.5,Found,2001,19.61612,57.2698,"(19.616120, 57.269800)"
Al Huqf 055,H4,1865.6,Found,2001,19.64073,57.28857,"(19.640730, 57.288570)"
Al Huqf 056,H5,124,Found,2001,19.66453,57.3334,"(19.664530, 57.333400)"
Al Huqf 057,H5,105.3,Found,2001,19.53112,57.08427,"(19.531120, 57.084270)"
Al Huqf 058,L~6,97.7,Found,2001,19.3421,57.1693,"(19.342100, 57.169300)"
Al Huqf 059,L~3,362.7,Found,2001,19.31468,57.27343,"(19.314680, 57.273430)"
Al Huqf 060,L~6,913.1,Found,2001,19.40518,57.26818,"(19.405180, 57.268180)"
Al Huqf 062,H~4,50.7,Found,2001,19.40772,57.29878,"(19.407720, 57.298780)"
Al Huqf 063,L6,591.8,Found,2006,19.44533,57.02345,"(19.445330, 57.023450)"
Al Huqf 064,H4,12834,Found,2002,19.40412,57.27497,"(19.404120, 57.274970)"
Al Huqf 065,L6,2084.16,Found,2007,19.32092,57.22977,"(19.320920, 57.229770)"
Al Huqf 066,L4,150.057,Found,2007,19.51053,57.1292,"(19.510530, 57.129200)"
Al Huqf 067,H4,61.6,Found,2009,19.22597,57.54063,"(19.225970, 57.540630)"
Al Huqf 068,L3,165.4,Found,2009,19.14025,57.58427,"(19.140250, 57.584270)"
Al Huqf 069,H4/5,250.5,Found,2009,19.26795,57.13412,"(19.267950, 57.134120)"
Al Huqf 070,L4,2632.8,Found,2009,19.18798,57.10978,"(19.187980, 57.109780)"
Al Huwaysah 001,LL6,3150.5,Found,2009,22.80487,55.32742,"(22.804870, 55.327420)"
Al Huwaysah 002,LL6,690.5,Found,2009,22.79853,55.31673,"(22.798530, 55.316730)"
Al Huwaysah 003,L4-6,273.05,Found,2010,22.74862,55.37323,"(22.748620, 55.373230)"
Al Huwaysah 004,H5,141.51,Found,2010,22.74733,55.39522,"(22.747330, 55.395220)"
Al Huwaysah 005,L(LL)3.5-3.7,1228.1,Found,2010,22.73342,55.33122,"(22.733420, 55.331220)"
Al Huwaysah 006,L6,16.41,Found,2010,22.73743,55.3191,"(22.737430, 55.319100)"
Al Huwaysah 007,L6,1.56,Found,2010,22.73393,55.3204,"(22.733930, 55.320400)"
Al Huwaysah 008,H4,356.2,Found,2010,22.73797,55.32125,"(22.737970, 55.321250)"
Al Huwaysah 009,H6,3407.8,Found,2010,22.75747,55.41402,"(22.757470, 55.414020)"
Al Huwaysah 010,Achondrite-ung,1411.8,Found,2010,22.74868,55.47218,"(22.748680, 55.472180)"
Al Huwaysah 011,L4-5,112.76,Found,2010,22.75978,55.3908,"(22.759780, 55.390800)"
Al Huwaysah 012,H5,4694.9,Found,2010,22.67752,55.34027,"(22.677520, 55.340270)"
Al Huwaysah 013,H6,55.51,Found,2010,22.68423,55.33652,"(22.684230, 55.336520)"
Al Huwaysah 014,H6,45.52,Found,2010,22.68598,55.32092,"(22.685980, 55.320920)"
Al Huwaysah 015,H6,35.3,Found,2010,22.68922,55.32087,"(22.689220, 55.320870)"
Al Huwaysah 016,H5,1330.9,Found,2010,22.69813,55.3336,"(22.698130, 55.333600)"
Al Huwaysah 017,L6,439.58,Found,2010,22.73852,55.36247,"(22.738520, 55.362470)"
Al Rais,CR2-an,160,Fell,1957,24.41667,39.51667,"(24.416670, 39.516670)"
Al Zarnkh,LL5,700,Fell,2001,13.66033,28.96,"(13.660330, 28.960000)"
Alaer 001,LL5,1.7,Found,2007,40.33333,81.25,"(40.333330, 81.250000)"
Alaer 002,LL5,1.1,Found,2007,40.33333,81.25,"(40.333330, 81.250000)"
Alais,CI1,6000,Fell,1806,44.11667,4.08333,"(44.116670, 4.083330)"
Alamogordo,H5,13600,Found,1938,32.9,-105.93333,"(32.900000, -105.933330)"
Alamosa,L6,1800,Found,1937,37.46667,-105.86667,"(37.466670, -105.866670)"
Alatage,"Iron, IIIAB",37500,Found,1959,42.33333,93,"(42.333330, 93.000000)"
Albareto,L/LL4,2000,Fell,1766,44.65,11.01667,"(44.650000, 11.016670)"
Alberta,L,625,Fell,1949,2,22.66667,"(2.000000, 22.666670)"
Albin (pallasite),"Pallasite, PMG",37600,Found,1915,41.5,-104.1,"(41.500000, -104.100000)"
Albin (stone),L,15400,Found,1949,41.41667,-104.1,"(41.416670, -104.100000)"
Albion,"Iron, IVA",12280,Found,1966,46.83333,-117.25,"(46.833330, -117.250000)"
Alby sur Chéran,Eucrite-mmict,252,Fell,2002,45.82133,6.01533,"(45.821330, 6.015330)"
Aldama (a),"Iron, IIIAB",11000,Found,1985,28.83333,-105.86667,"(28.833330, -105.866670)"
Aldama (b),H5,66.5,Found,1996,25.05,-106,"(25.050000, -106.000000)"
Aldsworth,LL5,700,Fell,1835,51.78333,-1.78333,"(51.783330, -1.783330)"
Aleppo,L6,3200,Fell,1873,36.23333,37.13333,"(36.233330, 37.133330)"
Alessandria,H5,908,Fell,1860,44.88333,8.75,"(44.883330, 8.750000)"
Alexander County,"Iron, IAB complex",192,Found,1875,35.75,-81.25,"(35.750000, -81.250000)"
Alexandrovsky,H4,9251,Fell,1900,50.95,31.81667,"(50.950000, 31.816670)"
Alfianello,L6,228000,Fell,1883,45.26667,10.15,"(45.266670, 10.150000)"
Algarrobo,"Iron, IAB-ung",1280,Found,1959,-27.08333,-70.58333,"(-27.083330, -70.583330)"
al-Ghanim (iron),"Iron, IIIAB",500,Found,1960,19.83333,54.08333,"(19.833330, 54.083330)"
al-Ghanim (stone),L6,3755,Found,1960,19.7,53.96667,"(19.700000, 53.966670)"
Algoma,"Iron, IAB-sHL",4100,Found,1887,44.65,-87.46667,"(44.650000, -87.466670)"
Alikatnima,"Iron, ungrouped",20000,Found,1931,-23.33333,134.11667,"(-23.333330, 134.116670)"
Aliskerovo,"Iron, IIIE-an",58400,Found,1977,67.88333,167.5,"(67.883330, 167.500000)"
al-Jimshan,H4,11450,Found,1955,20.7,52.83333,"(20.700000, 52.833330)"
Alkali,H6,30.47,Found,1998,37.86667,-117.4,"(37.866670, -117.400000)"
Alkali Flat,L5,28,Found,2011,32.306,-108.9038,"(32.306000, -108.903800)"
Alkhamasin,"Iron, IIAB",1200000,Found,1973,20.6,44.88333,"(20.600000, 44.883330)"
Allan Hills 06001,H5,128.1,Found,2006,-76.71695,158.76862,"(-76.716950, 158.768620)"
Allan Hills 06002,H~5,119.2,Found,2006,-76.74253,158.84305,"(-76.742530, 158.843050)"
Allan Hills 06003,H~5,25,Found,2006,-76.71128,158.79283,"(-76.711280, 158.792830)"
Allan Hills 06004,H~5,61.7,Found,2006,-76.70522,158.77838,"(-76.705220, 158.778380)"
Allan Hills 06005,H~5,6,Found,2006,-76.70522,158.77838,"(-76.705220, 158.778380)"
Allan Hills 06006,H~5,280.9,Found,2006,-76.70558,158.77587,"(-76.705580, 158.775870)"
Allan Hills 06007,H5,226.3,Found,2006,-76.70552,158.77583,"(-76.705520, 158.775830)"
Allan Hills 06008,H~5,120,Found,2006,-76.70552,158.77485,"(-76.705520, 158.774850)"
Allan Hills 06009,H~5,28.6,Found,2006,-76.71215,158.77527,"(-76.712150, 158.775270)"
Allan Hills 06010,H~5,1.08,Found,2006,-76.71263,158.77862,"(-76.712630, 158.778620)"
Allan Hills 06011,H~5,24.3,Found,2006,-76.71255,158.7786,"(-76.712550, 158.778600)"
Allan Hills 06012,H5,91,Found,2006,-76.71733,158.77398,"(-76.717330, 158.773980)"
Allan Hills 09001,L5/6,0.5,Found,2009,-76.74403,159.37238,"(-76.744030, 159.372380)"
Allan Hills 09002,L6,71.6,Found,2009,-76.74245,159.37458,"(-76.742450, 159.374580)"
Allan Hills 09003,L6,15.5,Found,2009,-76.74245,159.37458,"(-76.742450, 159.374580)"
Allan Hills 09004,Howardite,221.7,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09005,L5,122.3,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09006,H5,104.3,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09008,H5,31.3,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09009,L6,24.8,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09010,L3.4,2.6,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09011,LL6,14.2,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09012,L6,18.1,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09013,L6,25.5,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 09014,L5,30.2,Found,2009,0,0,"(0.000000, 0.000000)"
Allan Hills 10910,L5,444.1,Found,2010,0,0,"(0.000000, 0.000000)"
Allan Hills 10911,L6,218.9,Found,2010,0,0,"(0.000000, 0.000000)"
Allan Hills 10912,H6,60.3,Found,2010,0,0,"(0.000000, 0.000000)"
Allan Hills 82100,CM2,24.3,Found,1982,-76.97691,156.93841,"(-76.976910, 156.938410)"
Allan Hills 82101,CO3.4,29.1,Found,1982,-76.88426,156.93086,"(-76.884260, 156.930860)"
Allan Hills 82102,H5,48.1,Found,1982,-77.04666,157.24407,"(-77.046660, 157.244070)"
Allan Hills 82103,H5,2529.2,Found,1982,-76.89661,156.99137,"(-76.896610, 156.991370)"
Allan Hills 82104,L5,398.8,Found,1982,-77.05074,157.19834,"(-77.050740, 157.198340)"
Allan Hills 82105,L6,363.3,Found,1982,-77.04867,157.18333,"(-77.048670, 157.183330)"
Allan Hills 82106,Ureilite,35.1,Found,1982,-77.03788,157.2516,"(-77.037880, 157.251600)"
Allan Hills 82107,L5,9.2,Found,1982,-76.97697,156.91541,"(-76.976970, 156.915410)"
Allan Hills 82108,H5,13.5,Found,1982,-76.96353,156.9203,"(-76.963530, 156.920300)"
Allan Hills 82109,H5,47.2,Found,1982,-77.02778,157.03028,"(-77.027780, 157.030280)"
Allan Hills 82110,H3.6,39.3,Found,1982,-77.03342,157.25235,"(-77.033420, 157.252350)"
Allan Hills 82111,L6,63,Found,1982,-76.91278,156.97551,"(-76.912780, 156.975510)"
Allan Hills 82112,H5,28.3,Found,1982,-76.96674,156.91777,"(-76.966740, 156.917770)"
Allan Hills 82113,H6,61.2,Found,1982,-76.97126,156.90291,"(-76.971260, 156.902910)"
Allan Hills 82114,H5,40.7,Found,1982,-77.03648,157.23968,"(-77.036480, 157.239680)"
Allan Hills 82115,H5,48.5,Found,1982,-76.97442,156.90877,"(-76.974420, 156.908770)"
Allan Hills 82116,H6,18.4,Found,1982,-77.03694,157.04639,"(-77.036940, 157.046390)"
Allan Hills 82117,L5,4.2,Found,1982,-77.04025,157.2305,"(-77.040250, 157.230500)"
Allan Hills 82118,L6,110.9,Found,1982,-77.04408,157.2676,"(-77.044080, 157.267600)"
Allan Hills 82119,H5,23.9,Found,1982,-76.9791,156.92267,"(-76.979100, 156.922670)"
Allan Hills 82120,H5,7.2,Found,1982,-76.90581,157.00988,"(-76.905810, 157.009880)"
Allan Hills 82121,L6,2.4,Found,1982,-77.03722,157.23658,"(-77.037220, 157.236580)"
Allan Hills 82122,H5,142,Found,1982,-76.98507,156.90009,"(-76.985070, 156.900090)"
Allan Hills 82123,L6,110.8,Found,1982,-76.94677,156.92971,"(-76.946770, 156.929710)"
Allan Hills 82124,H6,25.8,Found,1982,-77.03811,157.24166,"(-77.038110, 157.241660)"
Allan Hills 82125,L6,178.4,Found,1982,-76.98262,156.90998,"(-76.982620, 156.909980)"
Allan Hills 82126,H4,139.9,Found,1982,-76.90692,157.0235,"(-76.906920, 157.023500)"
Allan Hills 82127,H6,5.1,Found,1982,-76.96966,156.90165,"(-76.969660, 156.901650)"
Allan Hills 82128,H4,15.2,Found,1982,-76.96339,156.91969,"(-76.963390, 156.919690)"
Allan Hills 82129,H5,14.1,Found,1982,-76.97495,156.91895,"(-76.974950, 156.918950)"
Allan Hills 82130,Ureilite,44.6,Found,1982,-77.04237,157.25116,"(-77.042370, 157.251160)"
Allan Hills 82131,CM2,1,Found,1982,-76.88366,156.92815,"(-76.883660, 156.928150)"
Allan Hills 82132,EH4,5.9,Found,1982,-76.97583,156.94856,"(-76.975830, 156.948560)"
Allan Hills 82133,H4,19.7,Found,1982,-76.90256,157.02793,"(-76.902560, 157.027930)"
Allan Hills 82134,H5,28.2,Found,1982,-76.88761,156.93792,"(-76.887610, 156.937920)"
Allan Hills 82135,CK4,12.1,Found,1982,-76.91276,156.97559,"(-76.912760, 156.975590)"
Allan Hills 82136,H4,4.3,Found,1982,-76.90694,157.02548,"(-76.906940, 157.025480)"
Allan Hills 82137,L5,10.8,Found,1982,-77.02778,157.02833,"(-77.027780, 157.028330)"
